,unified_id,ident,gps_code,latitude_deg,longitude_deg,timezone
40904,KPMH,KPMH,KPMH,38.8404998779,-82.84729766850002,America/New_York
40905,KPMP,KPMP,KPMP,26.247100830078,-80.111099243164,America/New_York
40906,KPMU,KPMU,KPMU,34.36349869,-89.89260101,America/Chicago
40907,KPMV,KPMV,KPMV,40.947882,-95.917254,America/Chicago
40908,KPMZ,KPMZ,KPMZ,35.808399,-76.7593,America/New_York
40909,KPNA,KPNA,KPNA,42.79550171,-109.8069992,America/Denver
40910,KPNC,KPNC,KPNC,36.73199844,-97.09980011,America/Chicago
40911,KPNE,KPNE,KPNE,40.082406,-75.010614,America/New_York
40912,KPNM,KPNM,KPNM,45.559898,-93.6082,America/Chicago
40913,KPNN,KPNN,KPNN,45.200698852539,-67.564399719238,America/New_York
40914,KPNS,KPNS,KPNS,30.472718,-87.186639,America/Chicago
40915,KPNT,KPNT,KPNT,40.924255,-88.62447,America/Chicago
40916,KPOB,KPOB,KPOB,35.170898,-79.014503,America/New_York
40917,KPOC,KPOC,KPOC,34.091598510742,-117.78199768066,America/Los_Angeles
40918,KPOE,KPOE,KPOE,31.0447998,-93.1917038,America/Chicago
40919,KPOF,KPOF,KPOF,36.773899,-90.324898,America/Chicago
40920,KPOH,KPOH,KPOH,42.742802,-94.647301,America/Chicago
40921,KPOU,KPOU,KPOU,41.6265983581543,-73.88420104980469,America/New_York
40922,KPOV,KPOV,KPOV,41.210201,-81.251602,America/New_York
40923,KPOY,KPOY,KPOY,44.867198944092,-108.79299926758,America/Denver
40924,KPPA,KPPA,KPPA,35.612998962402,-100.99600219727,America/Chicago
40925,KPPF,KPPF,KPPF,37.32989883,-95.5062027,America/Chicago
40926,KPPO,KPPO,KPPO,41.5724983215,-86.73449707030001,America/Chicago
40927,KPPQ,KPPQ,KPPQ,39.638901,-90.778397,America/Chicago
40928,KPQI,KPQI,KPQI,46.688999,-68.0448,America/New_York
40929,KPQL,KPQL,KPQL,30.462799072266,-88.529197692871,America/Chicago
40930,KPQN,KPQN,KPQN,43.983299,-96.300301,America/Chicago
40931,KPR,KPR,KPR,58.490101,-152.582001,America/Anchorage
40932,KPRB,KPRB,KPRB,35.67290115,-120.6269989,America/Los_Angeles
40933,KPRC,KPRC,KPRC,34.653502,-112.419883,America/Phoenix
40934,KPRG,KPRG,KPRG,39.700199,-87.669601,America/Chicago
40935,KPRN,KPRN,KPRN,31.845699,-86.610703,America/Chicago
40936,KPRO,KPRO,KPRO,41.82799911,-94.15989685,America/Chicago
40937,KPRS,KPRS,KPRS,29.634212,-104.361493,America/Chicago
40938,KPRX,KPRX,KPRX,33.636600494385,-95.450798034668,America/Chicago
40939,KPRZ,KPRZ,KPRZ,34.1455,-103.410004,America/Denver
40940,KPSB,KPSB,KPSB,40.884399,-78.087303,America/New_York
40941,KPSC,KPSC,KPSC,46.264702,-119.119003,America/Los_Angeles
40942,KPSF,KPSF,KPSF,42.4268,-73.2929,America/New_York
40943,KPSK,KPSK,KPSK,37.137298583984,-80.678497314453,America/New_York
40944,KPSM,KPSM,KPSM,43.0779,-70.823303,America/New_York
40945,KPSN,KPSN,KPSN,31.779699325562,-95.706298828125,America/Chicago
40946,KPSO,KPSO,KPSO,37.28630066,-107.0559998,America/Denver
40947,KPSP,KPSP,KPSP,33.8297,-116.507004,America/Los_Angeles
40948,KPSX,KPSX,KPSX,28.727500915527,-96.250999450684,America/Chicago
40949,KPTB,KPTB,KPTB,37.183799743652,-77.507400512695,America/New_York
40950,KPTD,KPTD,KPTD,44.67657,-74.948583,America/New_York
40951,KPTK,KPTK,KPTK,42.665500640869,-83.420097351074,America/Detroit
40952,KPTN,KPTN,KPTN,29.709499359131,-91.338996887207,America/Chicago
40953,KPTS,KPTS,KPTS,37.449501,-94.731102,America/Chicago
40954,KPTT,KPTT,KPTT,37.70159912,-98.74690247,America/Chicago
40955,KPTV,KPTV,KPTV,36.029598236084,-119.06300354004,America/Los_Angeles
40956,KPTW,KPTW,KPTW,40.239601,-75.556702,America/New_York
40957,KPUB,KPUB,KPUB,38.289101,-104.497002,America/Denver
40958,KPUC,KPUC,KPUC,39.613899,-110.751,America/Denver
40959,KPUJ,KPUJ,KPUJ,33.912328,-84.941111,America/New_York
40960,KPUW,KPUW,KPUW,46.741601,-117.11163,America/Los_Angeles
40961,KPVB,KPVB,KPVB,42.6894,-90.444397,America/Chicago
40962,KPVC,KPVC,KPVC,42.0718994141,-70.2213973999,America/New_York
40963,KPVD,KPVD,KPVD,41.725038,-71.425668,America/New_York
40964,KPVE,KPVE,KPVE,35.656399,-88.195396,America/Chicago
40965,KPVF,KPVF,KPVF,38.724201202393,-120.75299835205,America/Los_Angeles
40966,KPVG,KPVG,KPVG,36.780391,-76.44881,America/New_York
40967,KPVJ,KPVJ,KPVJ,34.71110153,-97.22319794,America/Chicago
40968,KPVU,KPVU,KPVU,40.218894,-111.722445,America/Denver
40969,KPVW,KPVW,KPVW,34.168098,-101.717003,America/Chicago
40970,KPWA,KPWA,KPWA,35.53419876,-97.64710236,America/Chicago
40971,KPWC,KPWC,KPWC,46.72480010986328,-94.38169860839844,America/Chicago
40972,KPWD,KPWD,KPWD,48.790298461914,-104.53399658203,America/Denver
40973,KPWG,KPWG,KPWG,31.48489952,-97.3164978,America/Chicago
40974,KPWK,KPWK,KPWK,42.114222,-87.901494,America/Chicago
40975,KPWM,KPWM,KPWM,43.646198,-70.309303,America/New_York
40976,KPWT,KPWT,KPWT,47.490200042725,-122.76499938965,America/Los_Angeles
40977,KPXE,KPXE,KPXE,32.510601,-83.767303,America/New_York
40978,KPY,KPY,KPY,57.931257,-153.040838,America/Anchorage
40979,KPYG,KPYG,KPYG,34.7421,-80.3452,America/New_York
40980,KPYM,KPYM,KPYM,41.909,-70.728798,America/New_York
40981,KPYN,KPYN,KPYN,37.12670135498047,-90.71289825439452,America/Chicago
40982,KPYP,KPYP,KPYP,34.089977,-85.610069,America/Chicago
40983,KPYX,KPYX,KPYX,36.412899017333984,-100.7519989013672,America/Chicago
40984,KPZQ,KPZQ,KPZQ,45.407101,-83.812897,America/Detroit
40985,KQA,KQA,,54.13377,-165.778896,America/Nome
40986,KR-0001,KR-0001,,35.67879,126.591226,Asia/Seoul
40987,KR-0002,KR-0002,,36.024612,128.696181,Asia/Seoul
40988,KR-0003,KR-0003,,36.803357,129.101661,Asia/Seoul
40989,KR-0004,KR-0004,,37.767488,126.437163,Asia/Seoul
40990,KR-0005,KR-0005,RKTM,36.937165,126.44451,Asia/Seoul
40991,KR-0006,KR-0006,,36.4305555556,127.449722222,Asia/Seoul
40992,KR-0007,KR-0007,,37.49361,126.71048,Asia/Seoul
40993,KR-0008,KR-0008,,37.3575,127.255556,Asia/Seoul
40994,KR-0009,KR-0009,RK1O,37.840542,126.939267,Asia/Seoul
40995,KR-0010,KR-0010,,38.168889,127.432222,Asia/Seoul
40996,KR-0011,KR-0011,,37.059527,129.409289,Asia/Seoul
40997,KR-0012,KR-0012,RK6K,37.954616,126.677261,Asia/Seoul
40998,KR-0013,KR-0013,,36.362654,127.382838,Asia/Seoul
40999,KR-0014,KR-0014,,36.302602,126.526338,Asia/Seoul
41000,KR-0015,KR-0015,,36.111924,127.106763,Asia/Seoul
41001,KR-0016,KR-0016,,34.730671,126.424817,Asia/Seoul
41002,KR-0017,KR-0017,,34.695967,126.519542,Asia/Seoul
41003,KR-0018,KR-0018,,33.941188,126.324899,Asia/Seoul
41004,KR-0019,KR-0019,,33.965208,126.291626,Asia/Seoul
41005,KR-0020,KR-0020,,33.238636,126.567154,Asia/Seoul
41006,KR-0021,KR-0021,,33.227151,126.480542,Asia/Seoul
41007,KR-0022,KR-0022,,35.096114,129.102606,Asia/Seoul
41008,KR-0023,KR-0023,RKSP,37.955365,124.669247,Asia/Seoul
41009,KR-0024,KR-0024,,37.843934,124.705631,Asia/Seoul
41010,KR-0025,KR-0025,,37.947311,124.715424,Asia/Seoul
41011,KR-0026,KR-0026,,37.775082,124.756558,Asia/Seoul
41012,KR-0027,KR-0027,,37.664068,125.69797,Asia/Seoul
41013,KR-0028,KR-0028,,37.772865,126.206976,Asia/Seoul
41014,KR-0029,KR-0029,,37.720786,126.218855,Asia/Seoul
41015,KR-0030,KR-0030,,37.725666,126.269817,Asia/Seoul
41016,KR-0031,KR-0031,,37.735647,126.832934,Asia/Seoul
41017,KR-0032,KR-0032,,37.910285,126.813988,Asia/Seoul
41018,KR-0033,KR-0033,,37.766883,127.03826,Asia/Seoul
41019,KR-0034,KR-0034,,38.145239,128.602998,Asia/Seoul
41020,KR-0035,KR-0035,,36.538946,128.72847,Asia/Seoul
41021,KR-0036,KR-0036,,36.628409,128.372755,Asia/Seoul
41022,KR-0037,KR-0037,,38.132472,127.531786,Asia/Seoul
41023,KR-0038,KR-0038,,37.496329,126.698308,Asia/Seoul
41024,KR-0039,KR-0039,,37.457278,127.191347,Asia/Seoul
41025,KR-0040,KR-0040,,37.462462,126.984004,Asia/Seoul
41026,KR-0041,KR-0041,,33.203935,126.271319,Asia/Seoul
41027,KR-0042,KR-0042,,33.168004,126.278714,Asia/Seoul
41028,KR-0043,KR-0043,,37.496331,126.698311,Asia/Seoul
41029,KR-0044,KR-0044,,37.501438,126.697648,Asia/Seoul
41030,KR-0045,KR-0045,,36.388491,126.335561,Asia/Seoul
41031,KR-0046,KR-0046,,38.474202,128.44191,Asia/Seoul
41032,KR-0047,KR-0047,,37.843934,124.705631,Asia/Seoul
41033,KR-0048,KR-0048,,38.238189,127.540616,Asia/Seoul
41034,KR-0049,KR-0049,,35.971403,128.956715,Asia/Seoul
41035,KR-0050,KR-0050,,37.866473,126.812332,Asia/Seoul
41036,KR-0051,KR-0051,,35.422562,128.991986,Asia/Seoul
41037,KR-0052,KR-0052,,37.4794,126.736146,Asia/Seoul
41038,KR-0053,KR-0053,,37.396095,126.898506,Asia/Seoul
41039,KR-0054,KR-0054,,37.780978,126.75402,Asia/Seoul
41040,KR-0055,KR-0055,,37.801886,126.759634,Asia/Seoul
41041,KR-0056,KR-0056,,37.917693,126.740094,Asia/Seoul
41042,KR-0057,KR-0057,,37.879412,126.795731,Asia/Seoul
41043,KR-0058,KR-0058,,37.648361,126.227269,Asia/Seoul
41044,KR-0059,KR-0059,,37.947362,126.953346,Asia/Seoul
41045,KR-0060,KR-0060,,38.2426766,127.101333,Asia/Seoul
41046,KR-0061,KR-0061,,37.995941,127.504143,Asia/Seoul
41047,KR-0062,KR-0062,,37.84125,127.792848,Asia/Seoul
41048,KR-0063,KR-0063,,38.082725,127.954352,Asia/Seoul
41049,KR-0064,KR-0064,,37.384438,127.94556,Asia/Seoul
41050,KR-0065,KR-0065,,36.563052,127.281431,Asia/Seoul
41051,KR-0066,KR-0066,,37.279546,127.579779,Asia/Seoul
41052,KR-0067,KR-0067,,36.135546,126.558276,Asia/Seoul
41053,KR-0068,KR-0068,,36.312454,127.222321,Asia/Seoul
41054,KR-0069,KR-0069,,35.901392,126.680461,Asia/Seoul
41055,KR-0070,KR-0070,,35.123796,127.009999,Asia/Seoul
41056,KR-0071,KR-0071,,35.740092,128.689052,Asia/Seoul
41057,KR-0072,KR-0072,,37.745175,127.043425,Asia/Seoul
41058,KR-0073,KR-0073,,37.447415,126.991283,Asia/Seoul
41059,KR-0074,KR-0074,,37.01656,127.523549,Asia/Seoul
41060,KR-0075,KR-0075,,37.910287,126.813987,Asia/Seoul
41061,KR-0076,KR-0076,,37.430769,126.675676,Asia/Seoul
41062,KR-0077,KR-0077,,36.013126,129.422592,Asia/Seoul
41063,KR-0078,KR-0078,,36.043972,129.567363,Asia/Seoul
41064,KR-0079,KR-0079,,35.703167,129.472313,Asia/Seoul
41065,KR-0080,KR-0080,,37.460086,126.595894,Asia/Seoul
41066,KR-0081,KR-0081,,37.460084,126.595896,Asia/Seoul
41067,KR-0082,KR-0082,,37.464374,126.594959,Asia/Seoul
41068,KR-0083,KR-0083,,37.462443,126.595869,Asia/Seoul
41069,KR-0084,KR-0084,,37.764736,126.539843,Asia/Seoul
41070,KR-0085,KR-0085,,37.610866,126.416875,Asia/Seoul
41071,KR-0086,KR-0086,,37.68769,126.587002,Asia/Seoul
41072,KR-0087,KR-0087,,35.344712,126.033513,Asia/Seoul
41073,KR-0088,KR-0088,,34.663415,126.654565,Asia/Seoul
41074,KR-0089,KR-0089,,34.610045,126.024293,Asia/Seoul
41075,KR-0090,KR-0090,,34.291372,126.757352,Asia/Seoul
41076,KR-0091,KR-0091,,34.838626,126.082562,Asia/Seoul
41077,KR-0092,KR-0092,,33.392276,126.495388,Asia/Seoul
41078,KR-0093,KR-0093,,37.736046,127.029588,Asia/Seoul
41079,KR-0094,KR-0094,,37.52813,126.92975,Asia/Seoul
41080,KR-0095,KR-0095,,37.52666,126.92728,Asia/Seoul
41081,KR-0096,KR-0096,,37.894467,127.155005,Asia/Seoul
41082,KR-0097,KR-0097,,37.212622,126.181589,Asia/Seoul
41083,KR-0098,KR-0098,,37.249679,126.310622,Asia/Seoul
41084,KR-0099,KR-0099,,37.263633,126.292961,Asia/Seoul
41085,KR-0100,KR-0100,,37.269299,126.28616,Asia/Seoul
41086,KR-0101,KR-0101,,37.250692,126.447441,Asia/Seoul
41087,KR-0102,KR-0102,,37.152711,126.815416,Asia/Seoul
41088,KR-0103,KR-0103,,37.15602,126.651909,Asia/Seoul
41089,KR-0104,KR-0104,,37.184868,126.654219,Asia/Seoul
41090,KR-0105,KR-0105,,37.65917,126.767405,Asia/Seoul
41091,KR-0106,KR-0106,,37.658781,126.767984,Asia/Seoul
41092,KR-0107,KR-0107,,37.660206,126.770685,Asia/Seoul
41093,KR-0108,KR-0108,,37.660989,126.765833,Asia/Seoul
41094,KR-0109,KR-0109,,37.66299,126.763639,Asia/Seoul
41095,KR-0110,KR-0110,,37.662466,126.764152,Asia/Seoul
41096,KR-0111,KR-0111,,37.663483,126.764358,Asia/Seoul
41097,KR-0112,KR-0112,,37.663714,126.764757,Asia/Seoul
41098,KR-0113,KR-0113,,37.664801,126.766546,Asia/Seoul
41099,KR-0114,KR-0114,,37.665011,126.76686,Asia/Seoul
41100,KR-0115,KR-0115,,37.663365,126.770849,Asia/Seoul
41101,KR-0116,KR-0116,,37.580048,126.999086,Asia/Seoul
41102,KR-0117,KR-0117,,37.5936,127.051496,Asia/Seoul
41103,KR-0118,KR-0118,,37.488244,127.085273,Asia/Seoul
41104,KR-0119,KR-0119,,37.487629,127.10338,Asia/Seoul
41105,KR-0120,KR-0120,,37.486714,127.103311,Asia/Seoul
41106,KR-0121,KR-0121,,37.496508,127.123605,Asia/Seoul
41107,KR-0122,KR-0122,,37.389569,127.122549,Asia/Seoul
41108,KR-0123,KR-0123,,37.38907,127.121844,Asia/Seoul
41109,KR-0124,KR-0124,,37.388589,127.12239,Asia/Seoul
41110,KR-0125,KR-0125,,37.352297,127.123343,Asia/Seoul
41111,KR-0126,KR-0126,,37.667765,126.452001,Asia/Seoul
41112,KR-0127,KR-0127,,37.79612,126.751521,Asia/Seoul
41113,KR-0128,KR-0128,,37.808877,126.698162,Asia/Seoul
41114,KR-0129,KR-0129,,37.773212,126.68008,Asia/Seoul
41115,KR-0130,KR-0130,,37.773212,126.68008,Asia/Seoul
41116,KR-0131,KR-0131,,37.773212,126.68008,Asia/Seoul
41117,KR-0132,KR-0132,,37.773212,126.68008,Asia/Seoul
41118,KR-0133,KR-0133,,37.705409,126.696686,Asia/Seoul
41119,KR-0134,KR-0134,,37.939226,126.751208,Asia/Seoul
41120,KR-0135,KR-0135,,37.977964,126.829604,Asia/Seoul
41121,KR-0136,KR-0136,,38.038308,126.886019,Asia/Seoul
41122,KR-0137,KR-0137,,38.056628,126.887657,Asia/Seoul
41123,KR-0138,KR-0138,,38.179802,127.003192,Asia/Seoul
41124,KR-0139,KR-0139,,38.23829,127.066294,Asia/Seoul
41125,KR-0140,KR-0140,,38.259303,127.101329,Asia/Seoul
41126,KR-0141,KR-0141,,38.270551,127.145486,Asia/Seoul
41127,KR-0142,KR-0142,,38.293567,127.178931,Asia/Seoul
41128,KR-0143,KR-0143,,38.299242,127.347009,Asia/Seoul
41129,KR-0144,KR-0144,,38.283046,127.497491,Asia/Seoul
41130,KR-0145,KR-0145,,38.283579,127.517069,Asia/Seoul
41131,KR-0146,KR-0146,,38.284501,127.527034,Asia/Seoul
41132,KR-0147,KR-0147,,38.29187,127.53477,Asia/Seoul
41133,KR-0148,KR-0148,,38.286356,127.55021,Asia/Seoul
41134,KR-0149,KR-0149,,38.308304,127.745601,Asia/Seoul
41135,KR-0150,KR-0150,,38.307402,127.745306,Asia/Seoul
41136,KR-0151,KR-0151,,38.273386,127.81451,Asia/Seoul
41137,KR-0152,KR-0152,,38.266556,127.808874,Asia/Seoul
41138,KR-0153,KR-0153,,38.303598,127.889805,Asia/Seoul
41139,KR-0154,KR-0154,,38.295924,128.013562,Asia/Seoul
41140,KR-0155,KR-0155,,38.300695,128.015867,Asia/Seoul
41141,KR-0156,KR-0156,,38.285543,128.088065,Asia/Seoul
41142,KR-0157,KR-0157,,38.320311,128.111755,Asia/Seoul
41143,KR-0158,KR-0158,,38.320456,128.159953,Asia/Seoul
41144,KR-0159,KR-0159,,38.314054,128.170417,Asia/Seoul
41145,KR-0160,KR-0160,,38.351408,128.20568,Asia/Seoul
41146,KR-0161,KR-0161,,38.351408,128.20568,Asia/Seoul
41147,KR-0162,KR-0162,,38.348047,128.264949,Asia/Seoul
41148,KR-0163,KR-0163,,38.332784,128.270756,Asia/Seoul
41149,KR-0164,KR-0164,,38.418166,128.311373,Asia/Seoul
41150,KR-0165,KR-0165,,38.429852,128.339042,Asia/Seoul
41151,KR-0166,KR-0166,,38.425887,128.342368,Asia/Seoul
41152,KR-0167,KR-0167,,38.425784,128.344845,Asia/Seoul
41153,KR-0168,KR-0168,,38.43367,128.35271,Asia/Seoul
41154,KR-0169,KR-0169,,38.40695,128.30156,Asia/Seoul
41155,KR-0170,KR-0170,,38.399839,128.348492,Asia/Seoul
41156,KR-0171,KR-0171,,38.464816,128.357234,Asia/Seoul
41157,KR-0172,KR-0172,,38.477279,128.339801,Asia/Seoul
41158,KR-0173,KR-0173,,38.518189,128.356321,Asia/Seoul
41159,KR-0174,KR-0174,,38.553311,128.397962,Asia/Seoul
41160,KR-0175,KR-0175,,38.553256,128.399588,Asia/Seoul
41161,KR-0176,KR-0176,,38.571418,128.393423,Asia/Seoul
41162,KR-0177,KR-0177,,38.583822,128.363241,Asia/Seoul
41163,KR-0178,KR-0178,,38.572299,128.342921,Asia/Seoul
41164,KR-0179,KR-0179,,38.558955,128.347938,Asia/Seoul
41165,KR-0180,KR-0180,,38.576859,128.345464,Asia/Seoul
41166,KR-0181,KR-0181,,38.543466,128.346904,Asia/Seoul
41167,KR-0182,KR-0182,,38.521314,128.335495,Asia/Seoul
41168,KR-0183,KR-0183,,38.399958,128.286519,Asia/Seoul
41169,KR-0184,KR-0184,,38.237992,128.216771,Asia/Seoul
41170,KR-0185,KR-0185,,38.240628,128.210988,Asia/Seoul
41171,KR-0186,KR-0186,,38.146381,128.208403,Asia/Seoul
41172,KR-0187,KR-0187,,38.157743,128.203856,Asia/Seoul
41173,KR-0188,KR-0188,,38.200359,128.210699,Asia/Seoul
41174,KR-0189,KR-0189,,38.204576,128.210825,Asia/Seoul
41175,KR-0190,KR-0190,,38.219436,128.224091,Asia/Seoul
41176,KR-0191,KR-0191,,38.230052,128.202126,Asia/Seoul
41177,KR-0192,KR-0192,,38.310573,128.148074,Asia/Seoul
41178,KR-0193,KR-0193,,38.277833,128.042379,Asia/Seoul
41179,KR-0194,KR-0194,,38.257052,128.04206,Asia/Seoul
41180,KR-0195,KR-0195,,38.261751,128.047036,Asia/Seoul
41181,KR-0196,KR-0196,,38.283061,127.979133,Asia/Seoul
41182,KR-0197,KR-0197,,38.265432,127.983271,Asia/Seoul
41183,KR-0198,KR-0198,,38.250514,128.010582,Asia/Seoul
41184,KR-0199,KR-0199,,38.19605,128.041942,Asia/Seoul
41185,KR-0200,KR-0200,,38.254708,128.046403,Asia/Seoul
41186,KR-0201,KR-0201,,38.27359,127.960183,Asia/Seoul
41187,KR-0202,KR-0202,,38.229966,127.9074865,Asia/Seoul
41188,KR-0203,KR-0203,,38.296719,127.904195,Asia/Seoul
41189,KR-0204,KR-0204,,38.284311,127.7766318,Asia/Seoul
41190,KR-0205,KR-0205,,38.247116,127.785713,Asia/Seoul
41191,KR-0206,KR-0206,,38.254866,127.579795,Asia/Seoul
41192,KR-0207,KR-0207,,38.268966,127.55613,Asia/Seoul
41193,KR-0208,KR-0208,,38.295227,127.424122,Asia/Seoul
41194,KR-0209,KR-0209,,38.113047,126.986026,Asia/Seoul
41195,KR-0210,KR-0210,,37.999331,127.005775,Asia/Seoul
41196,KR-0211,KR-0211,,37.90143,126.735655,Asia/Seoul
41197,KR-0212,KR-0212,,35.386108,129.064072,Asia/Seoul
41198,KR-0213,KR-0213,,35.386108,129.064072,Asia/Seoul
41199,KR-0214,KR-0214,,37.352463,127.122985,Asia/Seoul
41200,KR-0215,KR-0215,,37.525833,126.921944,Asia/Seoul
41201,KR-0216,KR-0216,,37.660332,126.235028,Asia/Seoul
41202,KR-0217,KR-0217,,37.522958,126.327245,Asia/Seoul
41203,KR-0218,KR-0218,,37.530055,126.335101,Asia/Seoul
41204,KR-0219,KR-0219,,35.140384,128.650798,Asia/Seoul
41205,KR-0220,KR-0220,,34.899652,128.168282,Asia/Seoul
41206,KR-0221,KR-0221,,35.133397,128.666034,Asia/Seoul
41207,KR-0222,KR-0222,,35.146791,128.636902,Asia/Seoul
41208,KR-0223,KR-0223,,35.136864,128.621655,Asia/Seoul
41209,KR-0224,KR-0224,,35.136405,128.699126,Asia/Seoul
41210,KR-0225,KR-0225,,38.486465,128.43701,Asia/Seoul
41211,KR-0226,KR-0226,,34.851535,128.413149,Asia/Seoul
41212,KR-0227,KR-0227,,37.005903,126.353156,Asia/Seoul
41213,KR-0228,KR-0228,,36.997371,126.379938,Asia/Seoul
41214,KR-0229,KR-0229,,37.365801,129.249538,Asia/Seoul
41215,KR-0230,KR-0230,,34.72165,125.93294,Asia/Seoul
41216,KR-0231,KR-0231,,34.738381,126.024224,Asia/Seoul
41217,KR-0232,KR-0232,,37.587476,126.514069,Asia/Seoul
41218,KR-0233,KR-0233,,37.487569,129.064352,Asia/Seoul
41219,KR-0234,KR-0234,,37.540345,129.115255,Asia/Seoul
41220,KR-0235,KR-0235,,37.540345,129.115255,Asia/Seoul
41221,KR-0236,KR-0236,,37.540345,129.115255,Asia/Seoul
41222,KR-0237,KR-0237,,37.540345,129.115255,Asia/Seoul
41223,KR-0238,KR-0238,,37.540345,129.115255,Asia/Seoul
41224,KR-0239,KR-0239,,37.540345,129.115255,Asia/Seoul
41225,KR-0240,KR-0240,,37.540345,129.115255,Asia/Seoul
41226,KR-0241,KR-0241,,37.540345,129.115255,Asia/Seoul
41227,KR-0242,KR-0242,,37.540345,129.115255,Asia/Seoul
41228,KR-0243,KR-0243,,37.540345,129.115255,Asia/Seoul
41229,KR-0244,KR-0244,,37.540345,129.115255,Asia/Seoul
41230,KR-0245,KR-0245,,37.540345,129.115255,Asia/Seoul
41231,KR-0246,KR-0246,,37.540345,129.115255,Asia/Seoul
41232,KR-0247,KR-0247,,37.540345,129.115255,Asia/Seoul
41233,KR-0248,KR-0248,,37.540345,129.115255,Asia/Seoul
41234,KR-0249,KR-0249,,37.540345,129.115255,Asia/Seoul
41235,KR-0250,KR-0250,,37.540345,129.115255,Asia/Seoul
41236,KR-0251,KR-0251,,37.540345,129.115255,Asia/Seoul
41237,KR-0252,KR-0252,,37.540345,129.115255,Asia/Seoul
41238,KR-0253,KR-0253,,37.540345,129.115255,Asia/Seoul
41239,KR-0254,KR-0254,,37.540345,129.115255,Asia/Seoul
41240,KR-0255,KR-0255,,37.540345,129.115255,Asia/Seoul
41241,KR-0256,KR-0256,,37.540345,129.115255,Asia/Seoul
41242,KR-0257,KR-0257,,34.62773,126.42019,Asia/Seoul
41243,KR-0258,KR-0258,,34.80071,128.73337,Asia/Seoul
41244,KR-0259,KR-0259,,37.540345,129.115255,Asia/Seoul
41245,KR-0260,KR-0260,,37.540345,129.115255,Asia/Seoul
41246,KR-0261,KR-0261,,37.540345,129.115255,Asia/Seoul
41247,KR-0262,KR-0262,,37.540345,129.115255,Asia/Seoul
41248,KR-0263,KR-0263,,37.540345,129.115255,Asia/Seoul
41249,KR-0264,KR-0264,,37.540345,129.115255,Asia/Seoul
41250,KR-0265,KR-0265,,37.540345,129.115255,Asia/Seoul
41251,KR-0266,KR-0266,,37.540345,129.115255,Asia/Seoul
41252,KR-0267,KR-0267,,37.540345,129.115255,Asia/Seoul
41253,KR-0268,KR-0268,,37.540345,129.115255,Asia/Seoul
41254,KR-0269,KR-0269,,37.540345,129.115255,Asia/Seoul
41255,KR-0270,KR-0270,,37.540345,129.115255,Asia/Seoul
41256,KR-0271,KR-0271,,37.540345,129.115255,Asia/Seoul
41257,KR-0272,KR-0272,,37.540345,129.115255,Asia/Seoul
41258,KR-0273,KR-0273,,37.540345,129.115255,Asia/Seoul
41259,KR-0274,KR-0274,,37.540345,129.115255,Asia/Seoul
41260,KR-0275,KR-0275,,37.540345,129.115255,Asia/Seoul
41261,KR-0276,KR-0276,,37.540345,129.115255,Asia/Seoul
41262,KR-0277,KR-0277,,37.540345,129.115255,Asia/Seoul
41263,KR-0278,KR-0278,,37.540345,129.115255,Asia/Seoul
41264,KR-0279,KR-0279,,37.540345,129.115255,Asia/Seoul
41265,KR-0280,KR-0280,,37.540345,129.115255,Asia/Seoul
41266,KR-0281,KR-0281,,37.540345,129.115255,Asia/Seoul
41267,KR-0282,KR-0282,,37.540345,129.115255,Asia/Seoul
41268,KR-0283,KR-0283,,37.540345,129.115255,Asia/Seoul
41269,KR-0284,KR-0284,,37.241964,126.441578,Asia/Seoul
41270,KR-0285,KR-0285,,33.510775,126.49913,Asia/Seoul
41271,KR-0286,KR-0286,,33.509467,126.49965,Asia/Seoul
41272,KR-0287,KR-0287,,33.228556,126.482651,Asia/Seoul
41273,KR-0288,KR-0288,,33.30117,126.55571,Asia/Seoul
41274,KR-0289,KR-0289,,33.232446,126.255317,Asia/Seoul
41275,KR-0290,KR-0290,,33.370098,126.533043,Asia/Seoul
41276,KR-0291,KR-0291,,34.476,126.060667,Asia/Seoul
41277,KR-0292,KR-0292,,38.461406,128.453591,Asia/Seoul
41278,KR-0293,KR-0293,,36.546699,128.700773,Asia/Seoul
41279,KR-0294,KR-0294,,36.322458,127.42046,Asia/Seoul
41280,KR-0295,KR-0295,,36.355396,127.381891,Asia/Seoul
41281,KR-0296,KR-0296,,36.361598,127.383943,Asia/Seoul
41282,KR-0297,KR-0297,,36.361598,127.383943,Asia/Seoul
41283,KR-0298,KR-0298,,36.361598,127.383943,Asia/Seoul
41284,KR-0299,KR-0299,,37.10731,126.7644,Asia/Seoul
41285,KR-0300,KR-0300,,36.0416,126.55557,Asia/Seoul
41286,KR-0301,KR-0301,,36.39781,127.348591,Asia/Seoul
41287,KR-0302,KR-0302,,36.403103,127.351137,Asia/Seoul
41288,KR-0303,KR-0303,,36.410803,127.345216,Asia/Seoul
41289,KR-0304,KR-0304,,36.415414,127.358792,Asia/Seoul
